[-0.3950437543068296, 0.4934594344988223]
[0.7108438306238111, -0.8128481896627299]
[-0.985580503053122, -0.8222078725457281]
[-0.03081694393336149, -0.967423649017779]
[0.003020344877745204, 0.01033230581375233]
[-0.28322066261349677, 0.5839484800722117]
[0.6233766064747626, -0.8028066469978765]
[-0.996910559453481, -0.8048062149850947]
[0.026584676890648785, -0.9117713538206068]
[0.1518145707188021, 0.045946733495366356]
[-0.2816662199938965, 0.5642321262889951]
[0.7017327336348853, -0.8330364328060799]
[-0.9673144663339998, -0.7700396572903669]
[-0.048558221339513374, -0.9644886207782857]
[0.056689396017821914, 0.04493728567981179]
[-0.23918597459722774, 0.5866733839341874]
[0.6626681181561737, -0.8263087820397994]
[-0.9355741778449153, -0.8128578968357117]
[0.01996174709609512, -0.9925332002222162]
[0.010517506837670325, 0.03387438779673829]
[-0.3236133535954391, 0.5596197632077156]
[0.6709665422860662, -0.8805703498901827]
[-0.9728567837368444, -0.8678467092179589]
[0.0327841112878029, -0.9524011454391655]
[0.1032115113077348, 0.028169873537834903]
[-0.3642718369207161, 0.5772753365405257]
[0.7134259018928966, -0.8626564591603646]
[-0.9590367012605737, -0.7824342063243354]
[-0.03809479919233677, -0.995104037427214]
[0.11087179233719971, 0.06054450837381746]
[-0.26900587325279496, 0.5460841293905855]
[0.6499998354703105, -0.8547295993431628]
[-0.9922345227707667, -0.8529657288323438]
[-0.00971927015506219, -0.9607415204717278]
[0.043089660095163025, 0.08062794375029038]
[-0.2870605954262414, 0.5828337990226691]
[0.6772701335198242, -0.863316817351576]
[-0.9130503886589174, -0.8229994946206003]
[0.020403388724767636, -0.9351278305608284]
[0.10316515955614548, 0.0003708165806030478]
[-0.3635142173369881, 0.6008697885124723]
[0.6081517327471835, -0.8791981323019304]
[-0.9633972623712296, -0.8596724516981142]
[0.013111918179896489, -0.9820807006365275]
[0.07561241097480975, -0.011035836649290254]
[-0.3323533037770369, 0.5095691620947057]
[0.6841582030503351, -0.8958126457965497]
[-0.9520170753779569, -0.8264038714308028]
[0.044078765485086026, -0.9641586079951522]
[0.04763964803375087, 0.07857249743592659]
[-0.3144651024706983, 0.6016113848982545]
[0.6753643620321444, -0.8651400744676373]
[-0.9504411059539039, -0.8544183481091056]
[-0.007877303537649101, -0.927809780265682]
[0.06151454612483799, 0.08781527971104508]
[-0.29004247717755904, 0.5510333266193009]
[0.6419036061907305, -0.9188054544647964]
[-0.9620103131177318, -0.8077463292104963]
[0.027660910330651232, -0.9786164943543932]
[0.09521535675835745, 0.0693588311968327]
[-0.31056051734215084, 0.5711928315678508]
[0.6675704845561589, -0.8973171069376524]
[-0.9688447022199248, -0.8968980571722102]
[0.027610533047448114, -0.9556559914138764]
[0.051216241298328136, 0.029814485229452924]
[-0.3642065720587883, 0.5405814869687476]
[0.6282583401380807, -0.8661290874117749]
[-0.993555258507412, -0.8691377663039491]
[-0.04589287235897622, -0.9793547521792632]
[0.1523674873956266, 0.016753341509362155]
[-0.37130691602878285, 0.5036828632887617]
[0.6748368008206939, -0.9380371473005935]
[-0.9901875478748839, -0.7755319902757889]
[0.060299135536819676, -0.9215647672636132]
[0.055752508616283836, 0.0260232601087611]
[-0.2997225693080511, 0.5479166983269592]
[0.7180800589404829, -0.8716984560935699]
[-0.9833041005785883, -0.8300477517798419]
[0.08064778833412735, -0.9596527057671188]
[0.017110553496506475, 0.01844166839336616]
[-0.3852193685148271, 0.5292510848570211]
[0.6545881376523077, -0.8887082961718591]
[-0.9590592105588057, -0.8277794141676701]
[-0.028525050334697627, -0.9932371128387452]
[0.0557313604215805, 0.05655417973337848]
[-0.28238111117982395, 0.5320999941719763]
[0.6704261149698343, -0.9845055199733977]
[-0.9963710233210965, -0.8351256238183246]
[-0.011846418100164624, -0.9960788638757874]
[0.06107991296045837, 0.09590771720063582]
[-0.31474599933883735, 0.5946433837889952]
[0.6437394176241782, -0.8734918292808697]
[-0.9756375156241762, -0.853451742231215]
[0.025791940228726034, -0.9674068949049881]
[0.09774326581600801, 0.08102691922161159]
[-0.3641490990545793, 0.579381441977398]
[0.6735480742834808, -0.7737178551261952]
[-0.9690305265416652, -0.7439983578753944]
[-0.011767355747881843, -0.9214106402001435]
[0.11058233487255043, 0.009157227719648636]
[-0.2890627154929675, 0.5428625505006736]
[0.5753127534135223, -0.8609348290495138]
[-0.999424695905585, -0.9023619343990913]
[0.06414022194049518, -0.9621831264155936]
[0.1312382526167373, 0.09678973417897416]
[-0.3677899397016668, 0.539625523486668]
[0.6446606748908728, -0.8075314628298557]
[-0.9658604936907761, -0.8450359766989918]
[-0.02949871924340014, -0.9410758818683551]
[0.10371752109302468, 0.0685991133148644]
[-0.34211285219122406, 0.5810414168891587]
[0.6032001567517467, -0.8549408157745073]
[-0.9955303478521088, -0.7982640515192226]
[-0.024812668008908634, -0.9645627499968904]
[0.10457973931013148, 0.04464145687335516]
[-0.23981882166639681, 0.5511047061100031]
[0.6875490264549863, -0.8198895163948141]
[-0.9536461497178763, -0.8716474552861881]
[0.01746731244613601, -0.901070281152686]
[0.09524679407459334, 0.03004760114790651]
[-0.29790736893980174, 0.5226793472744966]
[0.7067101910089346, -0.8313056319856601]
[-0.9346253210417823, -0.816360297598484]
[0.07375599221708089, -0.9302326983790351]
[0.08387665643899815, 0.11414510876408099]
[-0.2509432850786814, 0.4810677660519587]
[0.6588809275080368, -0.8808691082670382]
[-0.9560326510895292, -0.8538671833893263]
[0.03794903497655082, -0.9296442152230855]
[0.1016595208066517, 0.029281372331007482]
[-0.3579533674803911, 0.4966714222322298]
[0.7460886812706066, -0.8615724924110874]
[-0.9753266538995796, -0.8876837303513975]
[-0.05614474958220267, -0.9679979511889926]
[0.07780227520553844, 0.0013424353115787796]
[-0.30371919481143206, 0.46052263538609467]
[0.654944244153429, -0.8702282803227824]
[-0.9418048523365008, -0.8307189603201078]
[-0.0016171016313895215, -0.9706517305473283]
[0.10190077260374797, 0.09667647901620405]
[-0.3322072075344487, 0.6204527009689313]
[0.6377358080219876, -0.8903667329905105]
[-0.9654872910174774, -0.8759013928172719]
[0.00900923030676638, -0.9836443734963964]
[0.05664992012523758, 0.035665907334675895]
[-0.2712626861252738, 0.5670114574159285]
[0.6475949675272346, -0.8996003062554992]
[-0.9513033629839309, -0.7950910566251931]
[-0.02867599785702219, -0.9975433374636725]
[0.07804624462567564, 0.06975100161962597]
[-0.335573006240371, 0.558319550563103]
[0.6549866072206656, -0.9122352057784127]
[-0.9797935748937948, -0.786641697056941]
[-0.0015719534484881156, -0.9411927671641028]
[0.08221503787096147, 0.08492052183576135]
[-0.27088868458920407, 0.549869375723657]
[0.5838112363897772, -0.8620491123683056]
[-0.9771533214128597, -0.8567122525106704]
[0.02148730877566219, -0.9867305359627834]
[0.19709218090151354, 0.04944049547522285]
[-0.28680924759751264, 0.549557376933844]
[0.6232926025996071, -0.814834785636556]
[-0.9918922200806144, -0.8452804269913818]
[0.030603790185987197, -0.9347245894227229]
[0.046326401518356125, 0.02578569930933759]
[-0.29539517878911814, 0.6043302936679333]
[0.6397047759038391, -0.8806861605716266]
[-0.9563935573106902, -0.8376123583297013]
[-0.008297067407790452, -0.9604623019568588]
[0.0990430069519042, 0.008787510849283066]
[-0.2959105642596614, 0.5922867551555904]
[0.6409104576958424, -0.9092838860001146]
[-0.9846577753912465, -0.8200220252799327]
[-0.04567523268282118, -0.9592540107690258]
[0.03357837996816837, 0.12483979839468329]
[-0.2763243262775159, 0.4766461664873706]
[0.6808550161274649, -0.8303772791495784]
[-0.9745820420871918, -0.8274750211172432]
[0.07120801240776112, -0.9538394275749814]
[0.04770572328401988, 0.09349202878132704]
[-0.2886813148429071, 0.538846083354474]
[0.6270776858462798, -0.8990156524916482]
[-0.9989251784274272, -0.8461094679034018]
[0.09982121488750566, -0.9607877107111938]
[0.0916303359796389, -0.048122404855197407]
[-0.2859513981089309, 0.5761693806192123]
[0.6632487749871981, -0.8573949226404374]
[-0.9474432379058032, -0.8309845443889817]
[0.0022853569744836714, -0.9607232998089132]
[0.08414363160727739, 0.11317284131940611]
[-0.3195335651830525, 0.44621978461846473]
[0.6662285441982583, -0.8332762650726058]
[-0.9767946890434771, -0.8653459943265434]
[-0.008066109452213473, -0.9761232960608406]
[0.05207822306127897, 0.051285901919338586]
[-0.2768133910784725, 0.46313321301893073]
[0.6588398909835536, -0.8898545184139979]
[-0.9684385795980041, -0.78935438204082]
[0.02558551558593814, -0.9866457946970513]
[0.09280395893718155, -0.00919489330755923]
[-0.2899229039718307, 0.5354700724010416]
[0.6520445035710755, -0.8349027082691631]
[-0.9465204140280825, -0.8534393218500377]
[0.028660096843548397, -0.9638769369947858]
[0.08458858086253973, 0.04553428010381782]
[-0.323007882389299, 0.5896914090170444]
[0.6995998867923888, -0.8844961800607976]
[-0.9858730717777675, -0.8420808908130198]
[0.06392217054186149, -0.8769086551032971]
[0.06626731266879139, 0.08061922656277642]
[-0.24402152852221293, 0.5424164518372957]
[0.6630787595523994, -0.8500627140218966]
[-0.9968152070425591, -0.8115318069639744]
[-0.007171856481428249, -0.9455544558923318]
